Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://crane-brothers.com/"")",Chrome 115.0.0.0,,,2023-07-29 02:16:04,2023-07-29 02:16:06,2.432s,PASSED
"scrollToElement(findTestObject(""new_shop""), 2)",Chrome 115.0.0.0,,,2023-07-29 02:16:06,2023-07-29 02:16:21,14.873s,PASSED
"click(findTestObject(""new_shop""))",Chrome 115.0.0.0,,,2023-07-29 02:16:21,2023-07-29 02:16:31,9.779s,PASSED
"click(findTestObject(""filter""))",Chrome 115.0.0.0,,,2023-07-29 02:16:31,2023-07-29 02:16:32,1.374s,PASSED
"click(findTestObject(""navy""))",Chrome 115.0.0.0,,,2023-07-29 02:16:32,2023-07-29 02:16:33,0.767s,PASSED
"click(findTestObject(""sort_by""))",Chrome 115.0.0.0,,,2023-07-29 02:16:33,2023-07-29 02:16:34,0.866s,PASSED
"click(findTestObject(""best_selling""))",Chrome 115.0.0.0,,,2023-07-29 02:16:34,2023-07-29 02:16:36,2.630s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-07-29 02:16:36,2023-07-29 02:16:38,1.670s,PASSED
,,,,,,,
Test Cases/Search,Chrome 115.0.0.0,,,2023-07-29 02:16:38,2023-07-29 02:16:55,16.341s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-07-29 02:16:39,2023-07-29 02:16:42,3.364s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-07-29 02:16:42,2023-07-29 02:16:42,0.476s,PASSED
"navigateToUrl(""https://crane-brothers.com/"")",Chrome 115.0.0.0,,,2023-07-29 02:16:42,2023-07-29 02:16:46,3.229s,PASSED
"click(findTestObject(""menu_search""))",Chrome 115.0.0.0,,,2023-07-29 02:16:46,2023-07-29 02:16:49,3.097s,PASSED
"setText(findTestObject(""search_bar""), ""T-shirt"")",Chrome 115.0.0.0,,,2023-07-29 02:16:49,2023-07-29 02:16:50,0.833s,PASSED
"click(findTestObject(""search_button""))",Chrome 115.0.0.0,,,2023-07-29 02:16:50,2023-07-29 02:16:53,3.555s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-07-29 02:16:53,2023-07-29 02:16:55,1.366s,PASSED
,,,,,,,
Test Cases/Add to cart,Chrome 115.0.0.0,,,2023-07-29 02:16:55,2023-07-29 02:17:29,34.077s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-07-29 02:16:55,2023-07-29 02:16:58,3.234s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-07-29 02:16:58,2023-07-29 02:16:59,0.435s,PASSED
"navigateToUrl(""https://crane-brothers.com/"")",Chrome 115.0.0.0,,,2023-07-29 02:16:59,2023-07-29 02:17:01,2.335s,PASSED
"click(findTestObject(""menu_search""))",Chrome 115.0.0.0,,,2023-07-29 02:17:01,2023-07-29 02:17:15,14.442s,PASSED
"setText(findTestObject(""search_bar""), ""T-shirt"")",Chrome 115.0.0.0,,,2023-07-29 02:17:15,2023-07-29 02:17:16,0.809s,PASSED
"click(findTestObject(""search_button""))",Chrome 115.0.0.0,,,2023-07-29 02:17:16,2023-07-29 02:17:20,3.642s,PASSED
"click(findTestObject(""first_product""))",Chrome 115.0.0.0,,,2023-07-29 02:17:20,2023-07-29 02:17:23,3.715s,PASSED
"click(findTestObject(""add_to_cart_button""))",Chrome 115.0.0.0,,,2023-07-29 02:17:23,2023-07-29 02:17:27,3.636s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-07-29 02:17:27,2023-07-29 02:17:29,1.452s,PASSED
